用户		电影		预测rating		实际rating
64821		1292		5.0		5.0 
64821		3658		4.0		4.0 
64821		3267		4.0		5.0 
64821		2641		3.0		3.0 
64821		589		4.5		5.0 
64821		1371		3.5		2.0 
64821		1653		4.0		4.0 
64821		3676		3.0		0.5 
64821		3833		4.0		2.0 
64821		3699		3.0		2.0 
64854		48043		5.0		5.0 
65064		7297		4.0		4.0 
65135		6754		3.5		3.5 
65293		51088		3.5		3.5 
65293		44199		3.5		4.0 
65293		42723		3.5		2.0 
65298		30803		4.5		4.5 
65298		50842		4.5		4.5 
65301		2360		2.5		5.0 
65403		2334		3.5		2.5 
65436		7054		4.5		5.0 
65436		3421		4.5		4.0 
65436		3264		4.5		4.0 
65436		1380		5.0		5.0 
65436		1270		4.0		4.0 
65436		1948		4.5		4.0 
65436		1267		4.5		5.0 
65436		527		5.0		5.0 
65436		3253		4.0		4.0 
65436		2125		4.0		4.0 
65436		2146		4.0		4.0 
65436		3606		4.5		5.0 
65436		2245		4.5		4.5 
65436		6218		5.0		4.5 
65436		2941		4.5		4.0 
65436		1500		4.5		4.0 
65436		101		4.0		4.0 
65436		2870		4.5		4.0 
65436		2398		4.0		4.0 
65436		1269		4.0		4.0 
65436		902		4.0		4.0 
65436		3594		4.5		4.0 
65436		2759		4.5		5.0 
65436		1810		4.5		4.0 
65436		8373		4.0		5.0 
65436		928		4.5		4.0 
65436		8711		4.5		5.0 
65436		590		3.5		4.0 
65436		1449		4.0		4.0 
65436		5		4.5		4.0 
65436		1285		3.5		4.0 
65436		2336		4.5		5.0 
65436		2183		4.5		5.0 
65436		4308		4.5		5.0 
65436		4816		4.0		4.5 
65436		1252		5.0		5.0 
65436		953		5.0		5.0 
65436		946		4.5		5.0 
65436		3507		4.5		5.0 
65436		52		4.5		4.0 
65436		2028		4.0		4.0 
65436		7058		4.5		4.5 
65436		6183		4.5		5.0 
65436		1840		4.5		4.0 
65436		2447		3.0		4.0 
65436		1542		4.5		4.0 
65436		2729		4.5		4.0 
65436		2144		5.0		5.0 
65436		2890		4.5		5.0 
65436		8695		4.5		5.0 
65436		39		4.5		4.0 
65436		3555		4.0		4.0 
65436		1845		4.5		4.0 
65436		1476		4.5		4.0 
65436		2248		3.5		4.0 
65436		8636		4.0		4.5 
65436		2243		4.5		4.0 
65436		17		4.0		4.0 
65436		370		5.0		4.0 
65436		2064		4.5		4.0 
65436		1262		3.5		4.0 
65436		1282		3.0		4.0 
65436		1968		5.0		5.0 
65436		3921		4.5		4.0 
65436		1031		4.5		4.0 
65436		1947		4.0		4.0 
65436		919		4.5		4.0 
65436		6565		4.5		4.5 
65436		3360		4.5		5.0 
65436		441		4.5		5.0 
65436		1231		4.5		5.0 
65436		2067		4.0		4.0 
65436		920		5.0		5.0 
65436		40819		5.0		5.0 
65436		2409		4.5		4.0 
65436		3512		4.5		4.0 
65436		1307		5.0		5.0 
65436		1777		5.0		5.0 
65436		4007		4.0		4.0 
65436		3098		4.5		5.0 
65436		922		4.0		4.0 
65436		3526		4.0		4.0 
65436		3451		4.5		4.0 
65436		3363		4.0		4.0 
65436		8622		5.0		5.0 
65436		1171		4.5		4.0 
65436		1962		4.0		4.0 
65436		934		4.5		4.0 
65436		2502		4.5		4.0 
65436		4246		4.0		5.0 
65436		2335		4.5		4.0 
65436		2599		5.0		5.0 
65436		3844		4.5		5.0 
65436		318		4.5		5.0 
65436		938		4.0		4.0 
65436		7579		4.5		4.5 
65436		1442		4.5		4.0 
65500		4873		5.0		4.0 
65500		3949		4.5		5.0 
65500		1206		4.5		4.5 
65500		2395		4.0		4.5 
65500		2183		4.5		4.5 
65500		4262		4.5		4.0 
65500		3147		5.0		4.5 
65500		3730		4.5		4.5 
65500		1244		4.0		5.0 
65500		3911		4.0		4.5 
65500		5147		4.0		4.5 
65500		6016		4.5		5.0 
65500		5878		4.5		5.0 
65500		2726		5.0		4.5 
65500		8973		4.0		5.0 
65500		215		5.0		4.5 
65500		8838		4.5		4.5 
65500		2731		4.0		4.0 
65667		55820		3.0		2.0 
65713		45		4.5		5.0 
65805		750		5.0		5.0 
65851		43871		4.5		1.5 
65851		3849		3.0		4.5 
65851		45447		3.5		1.0 
65867		39183		3.5		4.0 
65869		6947		5.0		4.5 
65881		5095		3.5		4.5 
65914		4034		3.5		4.0 
65914		260		3.5		3.5 
65914		318		3.5		3.5 
65914		44397		3.5		1.0 
65914		7569		3.0		3.5 
65914		4546		4.0		4.0 
65914		49272		3.5		4.0 
65932		1897		3.5		4.5 
66149		3686		5.0		5.0 
66149		1690		5.0		4.5 
66149		1377		5.0		4.5 
66149		1047		5.0		4.5 
66227		48394		5.0		5.0 
66227		7361		5.0		5.0 
66457		6002		3.5		3.5 
66457		7361		3.5		5.0 
66457		5225		4.0		4.0 
66527		7091		5.0		5.0 
66527		3671		5.0		4.5 
66784		45672		3.0		4.0 
66784		26662		4.0		5.0 
66784		4016		3.0		2.5 
66784		4226		4.0		5.0 
66902		4992		4.5		4.5 
66968		2858		4.5		4.5 
66968		909		4.5		4.5 
66968		1230		4.5		4.5 
66968		952		4.0		3.0 
67033		3033		5.0		5.0 
67033		546		4.0		4.0 
67171		42021		3.0		0.5 
67171		1201		3.0		3.0 
67171		48043		3.5		4.5 
67171		1254		4.0		4.5 
67171		1263		2.5		0.5 
67171		1270		3.0		4.0 
67171		198		2.5		0.5 
67171		2801		3.0		1.0 
67171		1258		2.0		0.5 
67171		1748		3.0		2.0 
67171		8949		2.5		1.0 
67171		6303		3.0		4.0 
67171		3793		3.0		2.0 
67171		457		2.5		2.5 
67171		4874		4.0		4.0 
67171		33493		3.0		0.5 
67171		43914		3.0		0.5 
67171		5881		3.0		4.5 
67171		48774		2.5		0.5 
67171		7256		3.0		5.0 
67171		8094		3.0		4.0 
67171		4370		2.0		1.5 
67199		8529		3.0		3.5 
67199		43930		2.5		3.0 
67199		2355		4.0		3.5 
67199		1		3.5		3.5 
67267		7151		5.0		5.0 
67325		46970		2.5		3.5 
67363		60037		1.5		2.5 
67500		3996		4.0		4.5 
67500		5349		4.0		4.0 
67500		26152		3.5		4.5 
67500		3081		3.5		4.0 
67500		1270		4.5		4.5 
67500		3578		4.0		4.5 
67500		1377		3.0		4.0 
67500		37830		4.5		5.0 
67542		4226		2.5		5.0 
67687		8910		4.0		4.5 
67687		4369		3.5		2.0 
67687		33834		3.5		4.0 
67795		5254		4.5		4.5 
67841		26131		2.5		5.0 
67924		8970		2.5		3.5 
67924		2355		2.5		4.0 
68087		3408		5.0		4.5 
68087		47950		5.0		4.5 
68087		46578		5.0		5.0 
68087		44195		4.5		4.5 
68228		7163		3.5		3.0 
68228		45517		3.0		5.0 
68228		1245		4.0		5.0 
68228		27904		4.0		4.0 
68228		2145		3.0		4.0 
68228		8914		4.5		5.0 
68228		2959		4.0		5.0 
68228		3176		3.0		3.0 
68228		1380		4.5		4.0 
68228		1500		4.0		4.0 
68228		3363		3.5		4.0 
68228		6934		4.0		3.0 
68228		541		4.5		5.0 
68228		2908		3.5		3.5 
68228		3072		3.5		5.0 
68228		805		2.0		3.5 
68228		4975		3.5		4.5 
68228		8464		4.0		5.0 
68228		3396		3.5		3.0 
68228		1441		3.0		1.5 
68228		7022		4.5		5.0 
68304		954		4.5		2.5 
68304		4993		5.0		5.0 
68304		5952		5.0		5.0 
68304		2405		4.5		2.5 
68304		1377		3.0		2.0 
68304		7153		5.0		5.0 
68393		1947		5.0		4.5 
68393		1457		5.0		4.5 
68393		6592		4.5		4.0 
68393		2432		4.5		4.0 
68441		1729		3.5		3.5 
68623		8533		5.0		5.0 
68637		1214		3.5		4.0 
68637		3638		3.5		3.0 
68637		2991		4.0		3.0 
68637		5872		3.0		3.0 
68637		5630		3.5		4.0 
68637		3639		4.0		3.0 
68810		6323		3.5		2.5 
68810		8874		2.5		2.5 
68810		7147		2.0		2.5 
68810		2579		2.5		3.0 
68810		2841		3.0		3.0 
68810		30707		2.5		2.5 
68829		2019		2.5		2.5 
68912		2125		4.5		4.5 
68986		546		2.5		4.0 
68986		5010		3.5		3.5 
68986		42738		3.5		3.0 
68986		8874		4.0		5.0 
68986		2159		4.0		2.0 
68986		2288		3.5		4.0 
68986		1261		4.0		4.5 
68986		40732		2.5		4.0 
68986		32587		3.5		3.0 
68986		7387		5.0		4.5 
68986		1556		1.0		2.0 
68986		519		1.5		1.5 
68986		750		3.5		3.5 
68986		7782		3.5		3.0 
68986		6711		4.0		1.5 
68986		2986		3.5		3.0 
68986		27397		3.5		4.5 
68986		780		2.5		3.0 
68986		8142		3.5		4.5 
68986		27563		3.5		3.5 
68986		2959		4.0		5.0 
68986		8370		3.0		3.5 
68986		2377		3.5		4.0 
68986		6755		2.5		2.0 
68986		1570		3.5		4.0 
68986		1215		4.0		4.5 
68986		5942		0.5		3.0 
68986		7034		4.0		4.0 
68986		27773		4.0		4.5 
68986		45081		4.0		4.0 
68986		44		2.0		2.5 
68986		4105		4.0		4.5 
68986		1240		4.0		4.5 
68986		1909		3.0		3.5 
68986		7235		4.0		4.0 
68986		31424		0.5		0.5 
68986		6754		3.5		3.5 
68986		1255		4.0		4.5 
68986		327		3.5		4.0 
68986		6016		4.0		4.0 
68988		1206		5.0		5.0 
68988		1241		5.0		5.0 
68988		5909		5.0		4.5 
68988		1729		5.0		5.0 
68988		2351		4.0		3.5 
68988		1258		4.0		4.5 
68988		3275		5.0		5.0 
68989		4992		4.0		4.0 
69002		8361		4.0		4.0 
69002		48394		5.0		5.0 
69002		5225		4.0		4.0 
69022		54259		4.5		5.0 
69195		2706		2.0		1.5 
69195		356		3.5		4.0 
69195		1527		4.0		4.0 
69195		597		3.5		3.5 
69195		33615		3.0		3.5 
69195		153		2.0		1.0 
69195		39292		3.5		4.0 
69195		2997		3.5		4.5 
69195		2628		2.5		2.0 
69195		5872		3.0		2.5 
69195		5903		3.0		4.0 
69195		70		2.5		3.5 
69195		3751		3.5		4.5 
69195		1370		3.0		1.5 
69195		2001		2.0		2.5 
69195		1721		3.0		2.5 
69195		1210		3.0		2.5 
69195		1704		3.5		5.0 
69195		4388		2.5		2.0 
69195		3949		4.0		4.0 
69195		4246		2.5		3.5 
69195		18		3.0		4.5 
69195		2115		3.0		2.0 
69195		7153		3.5		4.0 
69195		6539		3.5		3.5 
69195		1610		3.0		2.0 
69195		1573		3.0		4.0 
69195		7438		3.5		3.0 
69195		6711		3.5		5.0 
69195		1682		4.0		4.0 
69195		40148		3.5		3.0 
69195		480		2.5		2.5 
69195		2000		3.5		3.5 
69195		6934		3.5		2.5 
69195		364		3.5		3.0 
69195		2949		3.0		2.5 
69213		32587		4.0		5.0 
69245		1610		5.0		4.0 
69341		1271		3.5		3.5 
69341		55555		3.0		4.5 
69341		3949		3.5		3.5 
69374		1608		3.5		2.5 
69374		1263		4.0		3.0 
69374		2302		3.5		3.5 
69374		5010		4.0		4.0 
69374		7482		4.0		4.0 
69374		3527		3.5		3.5 
69374		1302		4.0		4.0 
69374		750		4.5		4.0 
69374		111		4.0		5.0 
69374		34162		3.5		3.5 
69374		494		3.0		2.0 
69374		3		3.0		3.0 
69374		4085		4.0		3.5 
69374		466		2.5		3.0 
69374		1213		4.0		4.5 
69374		1466		3.5		4.0 
69378		2951		4.5		4.5 
69388		31696		3.5		1.0 
69388		924		3.5		5.0 
69388		1464		3.0		4.5 
69388		6881		3.0		5.0 
69388		4873		3.0		5.0 
69388		7293		2.5		3.5 
69388		45503		1.0		2.0 
69388		2841		3.5		4.0 
69388		7319		3.5		0.5 
69388		27674		3.5		5.0 
69388		1183		3.5		0.5 
69388		2571		4.0		5.0 
69388		27899		5.0		3.5 
69388		6297		3.0		4.5 
69388		45950		3.0		1.5 
69388		5591		3.5		3.5 
69388		6707		0.5		4.0 
69388		6250		3.0		0.5 
69388		30707		3.5		4.5 
69388		2117		3.5		0.5 
69388		35836		3.5		2.0 
69388		6003		3.5		2.0 
69388		4681		3.5		5.0 
69388		1644		3.5		0.5 
69388		52279		3.5		2.0 
69388		3999		3.5		2.0 
69388		3952		4.0		5.0 
69388		7054		3.5		2.0 
69388		5673		4.5		5.0 
69388		45447		3.0		1.0 
69388		1597		3.0		2.0 
69388		42015		3.5		4.5 
69388		5626		3.5		5.0 
69388		778		4.0		5.0 
69388		8917		4.5		5.0 
69388		4300		3.5		4.5 
69388		2431		3.5		4.0 
69388		1617		4.0		4.5 
69388		4372		3.5		1.0 
69388		4661		3.5		5.0 
69576		5388		3.0		3.5 
69668		6979		2.5		3.0 
69719		33493		3.5		3.0 
69719		4085		3.5		4.0 
69719		1036		3.5		4.0 
69719		4034		3.5		4.0 
69719		592		3.5		3.0 
69719		2858		4.0		4.5 
69719		593		4.0		5.0 
69719		1220		4.0		4.5 
69719		4886		4.0		4.0 
69719		2922		5.0		4.5 
69719		648		3.5		2.5 
69719		33794		4.0		4.5 
69820		39446		4.0		4.0 
69820		51662		4.0		5.0 
69875		3967		3.0		4.0 
69875		6016		3.5		5.0 
70078		4886		4.0		4.0 
70078		1580		4.0		4.0 
70078		260		4.5		4.5 
70116		42718		2.5		3.0 
70116		48516		3.0		2.0 
70116		34405		3.5		4.0 
70116		27627		3.0		4.0 
70116		53464		3.5		2.0 
70116		41716		3.0		2.0 
70116		27834		3.0		5.0 
70116		53000		2.5		3.0 
70116		39183		3.5		4.0 
70116		33672		3.0		3.0 
70116		7099		3.0		3.0 
70116		5026		3.0		2.0 
70116		40732		4.0		3.0 
70116		46530		2.5		2.0 
70116		48774		3.0		3.0 
70116		44199		3.5		2.0 
70116		44709		3.5		2.0 
70142		54272		4.0		3.5 
70142		6881		4.0		4.0 
70299		214		4.0		5.0 
70331		6934		3.0		2.0 
70331		3702		3.0		3.0 
70374		648		3.5		3.5 
70485		374		1.5		2.0 
70525		1947		3.5		3.5 
70542		4963		4.0		4.5 
70542		36517		4.0		4.0 
70617		5377		4.0		5.0 
70698		4011		4.0		5.0 
70698		50923		3.0		2.0 
70698		5486		3.5		4.5 
70698		35836		4.0		4.5 
70698		6378		3.5		3.5 
70698		1503		3.5		1.0 
70743		41997		3.5		4.0 
70743		4865		4.0		4.0 
70743		34319		3.5		4.0 
70743		37733		4.5		3.5 
70743		2788		5.0		4.5 
70743		5219		3.5		3.5 
70743		2905		4.5		4.0 
70743		2019		5.0		5.0 
70753		27790		4.0		4.0 
70753		8014		4.0		4.5 
70753		2571		4.5		5.0 
70753		42734		3.5		3.0 
70753		49649		3.0		3.0 
70753		3355		3.5		3.5 
70753		5686		3.5		3.5 
70753		40614		4.0		3.0 
70753		45062		3.5		3.0 
70753		8645		3.5		3.0 
70753		32587		4.0		4.0 
70753		8581		4.0		3.0 
70753		37741		3.5		3.5 
70753		45730		2.5		3.5 
70753		1967		3.0		3.0 
70753		47200		3.5		3.0 
70753		48385		3.5		4.0 
70753		50		4.0		4.5 
70753		6679		3.5		3.0 
70753		6187		5.0		4.0 
70753		27843		3.0		3.5 
70753		38061		3.5		4.0 
70760		2657		2.5		5.0 
70782		48774		2.5		5.0 
70782		53318		2.5		3.0 
70782		6378		4.0		3.5 
70782		6373		4.0		4.0 
70782		58293		2.0		1.5 
70816		4262		4.0		4.5 
70816		8117		3.0		4.5 
70816		6016		4.0		4.0 
70878		111		2.5		5.0 
70974		1214		4.5		4.0 
70974		4993		5.0		5.0 
70974		7980		5.0		4.5 
70974		1228		5.0		5.0 
70974		5060		4.5		4.0 
70974		2716		3.0		4.5 
70974		1282		5.0		4.0 
70974		922		4.0		4.0 
70974		1254		3.0		4.0 
70974		1302		5.0		5.0 
70974		5952		5.0		4.5 
70974		296		5.0		5.0 
70974		1357		4.5		4.5 
70974		908		4.0		5.0 
70974		1222		4.5		4.5 
70974		593		4.5		4.5 
70974		1198		5.0		5.0 
70974		608		4.0		4.0 
70974		1079		4.0		4.0 
70974		48385		5.0		5.0 
70974		1101		4.0		4.0 
70974		480		3.5		4.0 
70974		1374		3.0		4.5 
70974		750		5.0		4.5 
70974		1206		4.0		4.0 
70974		1952		4.5		4.0 
70974		150		4.0		4.0 
70974		7153		5.0		4.5 
70974		1393		4.0		4.0 
70974		1954		4.5		4.0 
70974		318		5.0		5.0 
70974		3255		4.5		4.0 
70974		1221		5.0		5.0 
70974		1945		4.5		4.0 
70974		3471		4.5		5.0 
70974		2700		4.5		4.5 
70974		1194		5.0		4.0 
70974		1208		5.0		4.5 
70974		2028		5.0		5.0 
70974		1252		4.0		4.0 
70974		3072		3.0		3.0 
70974		2571		5.0		4.5 
70974		1266		4.5		5.0 
70974		40583		4.0		4.5 
70974		8961		4.5		4.0 
70974		356		4.5		4.0 
70974		1272		4.0		4.0 
70974		1704		4.0		4.5 
70974		2791		3.5		4.0 
70974		1258		5.0		5.0 
70974		1225		4.5		5.0 
70974		912		4.5		4.5 
70974		1253		4.0		4.0 
70974		1276		4.5		5.0 
70974		1953		4.5		4.5 
70974		3095		3.5		4.0 
70974		2947		4.5		4.0 
70974		1721		4.0		3.0 
70974		1263		4.5		4.0 
70974		26555		4.0		4.5 
70974		1207		5.0		4.5 
70974		1213		4.0		4.0 
70974		1246		4.5		4.0 
70974		1247		4.0		4.0 
70974		527		5.0		5.0 
70974		1265		5.0		5.0 
70974		1923		4.0		4.0 
70974		4085		4.0		4.0 
70974		1212		3.5		4.0 
70974		904		5.0		4.5 
70974		4047		4.5		4.0 
70974		6565		4.0		4.0 
70974		3360		4.5		5.0 
70974		2797		4.0		4.0 
70974		3504		5.0		4.5 
70974		541		4.5		4.5 
70974		1090		4.5		4.5 
70974		4321		3.5		4.0 
70974		1262		5.0		4.5 
70974		4361		4.0		4.0 
70974		910		4.5		3.5 
70974		2193		4.5		5.0 
70974		4262		4.0		4.0 
70974		2407		5.0		4.0 
70974		1204		4.0		4.0 
70974		8958		4.5		4.0 
70974		2628		3.5		4.0 
70974		260		4.5		4.0 
70974		924		4.0		4.0 
70974		1240		4.0		4.0 
70974		2268		5.0		4.0 
70974		589		5.0		5.0 
70974		590		5.0		4.5 
70974		1250		4.5		5.0 
70974		1217		3.5		3.0 
70974		1193		5.0		5.0 
71037		912		5.0		5.0 
71107		296		4.5		4.0 
71149		2764		3.0		2.0 
71149		4246		2.5		2.5 
71149		2735		3.0		2.0 
71149		6734		3.0		3.0 
71149		527		2.5		3.5 
71149		1960		3.0		4.0 
71149		7102		2.5		2.0 
71149		466		2.5		0.5 
71149		3384		2.5		3.0 
71149		33166		3.5		4.0 
71149		2382		3.0		2.5 
71149		2858		3.5		4.0 
71149		33493		3.0		4.0 
71149		393		3.0		0.5 
71149		5377		3.5		4.0 
71149		3439		2.5		3.0 
71149		688		3.0		2.0 
71149		616		3.0		2.5 
71149		42418		2.5		2.0 
71149		3897		3.5		4.0 
71149		49822		3.0		3.5 
71149		55276		3.0		3.0 
71149		592		3.0		3.0 
71149		4566		3.0		2.0 
71149		2379		3.0		2.5 
71149		3578		3.5		4.0 
71149		150		3.0		4.0 
71149		1404		3.0		2.0 
71149		1003		3.0		3.0 
71149		6003		3.5		3.5 
71149		1665		3.0		2.5 
71149		480		3.0		3.5 
71149		5445		3.0		3.5 
71149		7767		3.0		5.0 
71149		43376		3.0		4.0 
71149		349		3.0		3.5 
71149		4844		3.5		3.0 
71149		3835		1.0		2.0 
71278		4027		5.0		5.0 
71331		3994		4.5		4.0 
71331		4975		4.0		4.0 
71331		2502		4.0		5.0 
71331		44		2.0		2.0 
71331		30793		4.5		5.0 
71331		46965		4.5		5.0 
71331		8665		4.0		4.0 
71331		6539		4.0		4.5 
71331		1732		4.0		5.0 
71331		33794		4.0		4.5 
71331		1089		4.5		5.0 
71331		223		4.5		5.0 
71331		1729		4.5		4.0 
71331		2997		4.0		5.0 
71331		1676		3.5		4.0 
71331		32587		4.0		5.0 
71331		6220		4.0		4.5 
71331		6323		5.0		3.5 
71331		6541		3.5		3.5 
71331		3535		4.5		5.0 
71331		778		4.0		4.0 
71331		10		3.5		4.0 
71331		180		4.0		5.0 
71331		6862		4.5		3.5 
71331		1884		4.0		4.0 
71331		3082		4.0		4.0 
71331		8874		4.0		5.0 
71331		1777		4.0		4.0 
71331		1051		4.0		3.0 
71331		37386		3.0		3.5 
71331		2009		3.5		3.5 
71331		1396		4.0		4.0 
71331		47		4.5		4.0 
71331		296		4.5		5.0 
71331		5219		3.5		2.5 
71331		785		4.5		4.0 
71420		2105		5.0		5.0 
71420		1017		5.0		5.0 
71420		1721		5.0		5.0 
71420		2628		5.0		5.0 
71420		208		4.5		5.0 
71420		3481		4.0		4.0 
71420		316		5.0		5.0 
71420		2916		5.0		5.0 
71420		589		5.0		5.0 
71420		1210		5.0		5.0 
71478		4993		1.0		0.5 
71478		5952		1.0		1.0 
71478		5878		1.0		3.5 
71497		1197		5.0		5.0 
71497		1		5.0		5.0 
71497		1682		5.0		5.0 
71497		3114		5.0		5.0 
71497		48394		5.0		5.0 
71509		8239		4.0		4.5 
71509		38886		4.0		5.0 
71509		55442		5.0		5.0 
71509		33166		3.5		0.5 
71534		1394		4.5		2.5 
71534		4357		5.0		4.5 
71534		930		4.0		4.5 
Overall MAE=0.613651923866904
Over RMSE=0.8975867961868824
